entry_id, crystal_growth_procedure
"8D7S","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8D8A","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8D8B","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8D8C","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8D8D","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8D8E","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8D8F","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8D8G","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8D8H","1.2 M NaCl and 100 mM AcONa pH 4.6"
"8DCT","4% SODIUM CHLORIDE, 100MM SODIUM         
ACETATE PH 4.6, 120MG/ML"
"8DCU","4% SODIUM CHLORIDE, 100MM SODIUM         
ACETATE PH 4.6, 120MG/ML"
"8DCV","4% SODIUM CHLORIDE, 100MM SODIUM         
ACETATE PH 4.6, 120MG/ML"
"8DCW","4% SODIUM CHLORIDE, 100MM SODIUM         
ACETATE PH 4.6, 120MG/ML"
"8DYZ","Reservoir contained 1.1 M NaCl, 0.1 M NaOAc pH 4.8. Drops contained 2 microliters each of 40 mg/mL protein and well solution."
"8DZ7","Reservoir contained 1.0-1.1 M NaCl, 0.1 M NaOAc pH 4.6. Drops of 30 microliters contained a 1:2 ratio of 90-100 mg/mL protein and reservoir solution."
"8EZO","5 uL of 0.6 M Sodium Chloride in 100 mM Sodium Acetate buffer pH 4.5 and 25% ethylene glycol were mixed with 5 uL 100 mg/mL lysozyme in 100 mM Sodium Acetate."
"8EZP","5 uL of 0.6 M Sodium Chloride in 100 mM Sodium Acetate buffer pH 4.5 and 25% ethylene glycol were mixed with 5 uL 100 mg/mL lysozyme in 100 mM Sodium Acetate."
"8EZU","5 uL of 0.6 M Sodium Chloride in 100 mM Sodium Acetate buffer pH 4.5 and 25% ethylene glycol were mixed with 5 uL 100 mg/mL lysozyme in 100 mM Sodium Acetate."
"8EZX","5 uL of 0.6 M Sodium Chloride in 100 mM Sodium Acetate buffer pH 4.5 and 25% ethylene glycol were mixed with 5 uL 100 mg/mL lysozyme in 100 mM Sodium Acetate."
"8F00","5 uL of 0.6 M Sodium Chloride in 100 mM Sodium Acetate buffer pH 4.5 and 25% ethylene glycol were mixed with 5 uL 100 mg/mL lysozyme in 100 mM Sodium Acetate"
"8F0B","5 uL of 0.6 M Sodium Chloride in 100 mM Sodium Acetate buffer pH 4.5 and 25% ethylene glycol were mixed with 5 uL 100 mg/mL lysozyme in 100 mM Sodium Acetate."
"8F28","A new crystallization method named NanoAC was used. Protein solution and precipitant solution were connected through a single nanopipette to control (in time and space) nucleation and crystal growth"
"8F2G","1 M NaCl, 100 mM Na acetate, pH 4.7"
"8GMV","Na-acetate, NaCl, PEG 8000"
"8GMW","Na-acetate, NaCl, PEG 8000"
"8GQ1","PEG 400, sodium citrate tribasic dihydrate, Tris hydrochloride"
"8H3W","0.09 M HEPES-NaOH pH 7.5, 1.26 M sodium citrate tribasic dihydrate, 10% v/v glycerol"
"8H8T","Na-acetate, NaCl, PEG 8000"
"8H8U","Na-acetate, NaCl, PEG 8000"
"8H8V","Na-acetate, NaCl, PEG 8000"
"8H8W","Na-acetate, NaCl, PEG 8000"
"8JQV","0.1M sodium acetate pH4.0, 2M NaCl, 5% PEG 6K"
"8LYZ"
"8OM8","1.1 M sodium chloride, 0.1 M sodium acetate pH 4.0"
"8OMS","0.8 M succinic acid at pH 7.0"
"8OMT","2.0 M sodium formate
0.1 M Hepes buffer pH 7.5"
"8P1A","22% NaCl, 6.4% polyethylene glycol 6000,  80 mM sodium acetate, pH 3.0"
"8P1B","22% NaCl, 6.4% polyethylene glycol 6000,  80 mM sodium acetate, pH 3.0"
"8P1C","22% NaCl, 6.4% polyethylene glycol 6000,  80 mM sodium acetate, pH 3.0"
"8P1D","22% NaCl, 6.4% polyethylene glycol 6000,  80 mM sodium acetate, pH 3.0"
"8PFT","20% ethylene glycol, 0.6 M NaNO3, 0.1 M NaOAc pH 4.5"
"8PFU","20% ethylene glycol, 0.6 M NaNO3, 0.1 M NaOAc pH 4.5"
"8PFV","20% ethylene glycol, 0.6 M NaNO3, 0.1 M NaOAc pH 4.5"
"8PFW","20% ethylene glycol, 0.6 M NaNO3, 0.1 M NaOAc pH 4.5"
"8PFX","2 M sodium formate and 0.1 M Hepes, pH 7.5"
"8PFY","2 M sodium formate and 0.1 M Hepes, pH 7.5"
"8PH5","2.0 M sodium formate and 0.1 M HEPES buffer at pH 7.5"
"8PH6","2.0 M sodium formate and 0.1 M HEPES buffer at pH 7.5"
"8PH7","0.8 M succinic acid at pH 7.0"
"8PH8","0.8 M succinic acid at pH 7.0"
"8PYO","50mg/ml hewl, 22.4% (w/v) NaCl, 6.4% (w/v) PEG 6000, 0.1 M NaAc pH 3.0"
"8PYP","25 mg/mL HEWL, 22.4% (w/v) NaCl, 6.4% (w/v) PEG 6000, 0.1 M NaAc pH 3.0"
"8PYQ","19.6% (w/v) NaCl, 5.6% (w/v) PEG 6000, 0.1 M NaAc pH 3.0"
"8SCY","2 M NaCl with 0.1 M sodium acetate buffer (pH 4.6)"
"8SIL","2 M NaCl with 0.1 M sodium acetate buffer (pH 4.6)"
"8WDI","Na-acetate, NaCl, PEG8000"
"9LYZ"
